DATATIME,WINDSPEED,WINDSPEED2,"ROUND(A.POWER,0)",YD15
2021-11-20 17:30:00,10.1,7.265334,93180.0,90874.0
2021-11-20 17:45:00,10.0,7.1934,83262.0,81021.0
2021-11-20 18:00:00,9.8,7.049532,80060.0,72771.0
2021-11-20 18:15:00,9.6,6.905664,79089.0,76597.0
2021-11-20 18:30:00,9.5,6.717545,76864.0,76226.0
2021-11-20 18:45:00,9.5,6.59927,78714.0,74695.0
2021-11-20 19:00:00,9.4,6.529804,83913.0,81726.0
2021-11-20 19:15:00,9.4,6.4108,82078.0,77246.0
2021-11-20 19:30:00,9.4,6.289822,76335.0,72142.0
2021-11-20 19:45:00,9.5,6.356735,67452.0,65816.0
2021-11-20 20:00:00,9.5,6.23257,68272.0,63593.0
2021-11-20 20:15:00,9.6,6.170784,73341.0,68280.0
2021-11-20 20:30:00,9.4,6.042226,63167.0,62069.0
2021-11-20 20:45:00,9.3,5.977947,39344.0,37372.0
2021-11-20 21:00:00,9.2,5.913668,36105.0,32962.0
2021-11-20 21:15:00,9.0,5.66388,66552.0,64637.0
2021-11-20 21:30:00,9.1,5.476562,87508.0,84585.0
2021-11-20 21:45:00,9.2,5.407668,90786.0,88714.0
2021-11-20 22:00:00,9.3,5.200467,85260.0,84771.0
2021-11-20 22:15:00,9.5,5.17408,80242.0,80175.0
2021-11-20 22:30:00,9.7,5.140224,77907.0,72563.0
2021-11-20 22:45:00,10.0,5.1504,58543.0,54322.0
2021-11-20 23:00:00,10.3,5.15,90721.0,87326.0
2021-11-20 23:15:00,10.4,5.042024,96991.0,94046.0
2021-11-20 23:30:00,10.3,4.993543,85511.0,83902.0
2021-11-20 23:45:00,10.2,4.945062,81720.0,79662.0
2021-11-21 00:00:00,9.9,4.95,85392.0,83122.0
2021-11-21 00:15:00,9.9,4.95,90406.0,85530.0
2021-11-21 00:30:00,9.8,5.193216,95393.0,92728.0
2021-11-21 00:45:00,9.6,5.368224,93344.0,90423.0
2021-11-21 01:00:00,9.5,5.584005,90938.0,88696.0
2021-11-21 01:15:00,9.3,5.725638,90976.0,88702.0
2021-11-21 01:30:00,9.2,5.789744,89953.0,86006.0
2021-11-21 01:45:00,9.0,5.90454,89820.0,83925.0
2021-11-21 02:00:00,8.8,6.0016,96374.0,92266.0
2021-11-21 02:15:00,8.7,6.043542,96309.0,92252.0
2021-11-21 02:30:00,8.5,5.90461,96606.0,92179.0
2021-11-21 02:45:00,8.3,5.869013,90384.0,80229.0
2021-11-21 03:00:00,8.1,5.727591,86789.0,82157.0
2021-11-21 03:15:00,8.0,5.456,83453.0,78796.0
2021-11-21 03:30:00,8.1,5.314086,79869.0,76327.0
2021-11-21 03:45:00,8.2,5.160424,78142.0,74367.0
2021-11-21 04:00:00,8.4,5.055288,78447.0,77622.0
2021-11-21 04:15:00,8.6,5.054994,75429.0,71870.0
2021-11-21 04:30:00,8.8,5.047504,76385.0,71076.0
2021-11-21 04:45:00,9.0,5.16222,78681.0,76042.0
2021-11-21 05:00:00,9.3,5.334294,82354.0,78446.0
2021-11-21 05:15:00,9.5,5.584005,84132.0,80746.0
2021-11-21 05:30:00,9.7,5.837654,80865.0,77483.0
2021-11-21 05:45:00,9.9,6.095034,77371.0,73322.0
2021-11-21 06:00:00,10.2,6.419064,78087.0,73124.0
2021-11-21 06:15:00,10.4,6.685016,82425.0,86483.61451
2021-11-21 06:30:00,10.6,6.954236,86332.0,82744.0
2021-11-21 06:45:00,10.9,7.293517,83276.0,80834.0
2021-11-21 07:00:00,11.2,7.6384,85349.0,82845.0
2021-11-21 07:15:00,11.3,7.849658,85356.0,81380.0
2021-11-21 07:30:00,11.4,7.919124,83143.0,79018.0
2021-11-21 07:45:00,11.5,7.98859,83034.0,79825.0
2021-11-21 08:00:00,11.6,8.058056,85627.0,80951.0
2021-11-21 08:15:00,11.5,7.98859,83382.0,83192.0
2021-11-21 08:30:00,11.2,7.780192,89489.0,87078.0
2021-11-21 08:45:00,10.9,7.4338,81522.0,76043.0
2021-11-21 09:00:00,10.6,7.092778,74964.0,71567.0
2021-11-21 09:15:00,10.5,6.88863,75740.0,74391.0
2021-11-21 09:30:00,10.6,6.813574,79883.0,76806.0
2021-11-21 09:45:00,10.7,6.877853,76454.0,71847.0
2021-11-21 10:00:00,10.9,6.859588,59928.0,82816.69048
2021-11-21 10:15:00,10.9,6.859588,54056.0,83270.0
2021-11-21 10:30:00,11.1,6.985452,54412.0,50440.0
2021-11-21 10:45:00,11.2,7.048384,54449.0,50876.0
2021-11-21 11:00:00,11.3,7.111316,54313.0,78565.82178
2021-11-21 11:15:00,11.3,7.111316,48702.0,80911.20382
2021-11-21 11:30:00,11.4,7.174248,42166.0,80598.44041
2021-11-21 11:45:00,11.4,7.327806,30564.0,79867.8287
2021-11-21 12:00:00,11.4,7.327806,30459.0,84275.27907
2021-11-21 12:15:00,11.4,7.479084,19101.0,67566.58824
2021-11-21 12:30:00,11.4,7.628082,12832.0,67566.58824
2021-11-21 12:45:00,11.4,7.7748,12819.0,77264.06897
2021-11-21 13:00:00,11.4,7.7748,12788.0,77264.06897
2021-11-21 13:15:00,11.4,7.919124,13077.0,79977.025
2021-11-21 13:30:00,11.4,7.919124,12946.0,79977.025
2021-11-21 13:45:00,11.5,7.98859,13036.0,81238.27848
2021-11-21 14:00:00,11.5,7.98859,12996.0,77602.73649
2021-11-21 14:15:00,11.5,7.98859,12993.0,80445.40476
2021-11-21 14:30:00,11.4,7.7748,18742.0,78565.82178
2021-11-21 14:45:00,11.4,7.7748,18567.0,80445.40476
2021-11-21 15:00:00,11.3,7.561169,30100.0,80598.44041
2021-11-21 15:15:00,11.3,7.561169,38986.0,80445.40476
2021-11-21 15:30:00,11.1,7.282266,58876.0,56314.0
2021-11-21 15:45:00,11.0,7.21666,69165.0,80598.44041
2021-11-21 16:00:00,10.8,6.942132,69059.0,64215.0
2021-11-21 16:15:00,10.6,6.813574,92778.0,89456.0
2021-11-21 16:30:00,10.3,6.620737,92437.0,88460.0
2021-11-21 16:45:00,10.1,6.356132,88754.0,85340.0
2021-11-21 17:00:00,9.8,6.167336,74376.0,75764.0
2021-11-21 17:15:00,9.7,6.104404,56499.0,71495.418
2021-11-21 17:30:00,9.6,6.041472,22698.0,79374.68449
2021-11-21 17:45:00,9.4,5.915608,61488.0,79374.68449
2021-11-21 18:00:00,9.4,6.042226,85616.0,81679.0
2021-11-21 18:15:00,9.3,5.852676,85810.0,81222.0
2021-11-21 18:30:00,9.2,5.789744,88153.0,83385.0
2021-11-21 18:45:00,9.0,5.66388,87680.0,83003.0
2021-11-21 19:00:00,8.9,5.600948,81296.0,79614.0
2021-11-21 19:15:00,8.6,5.412152,81937.0,78833.0
2021-11-21 19:30:00,8.5,5.34922,80974.0,77405.0
2021-11-21 19:45:00,8.2,5.160424,71963.0,67011.0
2021-11-21 20:00:00,8.1,5.097492,67321.0,63230.0
2021-11-21 20:15:00,7.9,4.971628,65840.0,62710.0
2021-11-21 20:30:00,7.7,4.949483,67445.0,62244.0
2021-11-21 20:45:00,7.4,4.854844,63336.0,60073.0
2021-11-21 21:00:00,7.2,4.723632,64611.0,61560.0
2021-11-21 21:15:00,6.9,4.526814,59309.0,56733.0
2021-11-21 21:30:00,6.7,4.483171,55481.0,51193.0
2021-11-21 21:45:00,6.5,4.26439,46105.0,44853.0
2021-11-21 22:00:00,6.3,4.215519,43461.0,40736.0
2021-11-21 22:15:00,6.1,4.001966,40988.0,37552.0
2021-11-21 22:30:00,5.9,3.792461,43120.0,39154.0
2021-11-21 22:45:00,5.7,3.509262,35226.0,31740.0
2021-11-21 23:00:00,5.5,3.31001,20702.0,18102.0
2021-11-21 23:15:00,5.4,3.097332,17486.0,15178.0
2021-11-21 23:30:00,5.3,2.886592,13858.0,12247.0
2021-11-21 23:45:00,5.2,2.6,12605.0,11379.0
2021-11-22 00:00:00,5.1,2.55,10024.0,8451.0
2021-11-22 00:15:00,5.0,2.34735,9297.0,7697.0
2021-11-22 00:30:00,4.8,2.104176,8885.0,7250.0
2021-11-22 00:45:00,4.7,1.986314,7976.0,6622.0
2021-11-22 01:00:00,4.5,1.83033,12586.0,10512.0
2021-11-22 01:15:00,4.3,1.610823,18832.0,16657.0
2021-11-22 01:30:00,4.2,1.505154,23620.0,21203.0
2021-11-22 01:45:00,4.0,1.36808,25752.0,23559.0
2021-11-22 02:00:00,3.9,1.269723,25865.0,23475.0
2021-11-22 02:15:00,3.9,1.140243,28504.0,25276.0
2021-11-22 02:30:00,3.7,0.895104,30293.0,26960.0
2021-11-22 02:45:00,3.6,0.80982,29626.0,26737.0
2021-11-22 03:00:00,3.5,0.607775,33390.0,30203.0
2021-11-22 03:15:00,3.4,0.414358,35740.0,32146.0
2021-11-22 03:30:00,3.3,0.172722,34599.0,31302.0
2021-11-22 03:45:00,3.2,0.0,39151.0,34899.0
2021-11-22 04:00:00,3.1,-0.10819,44542.0,40646.0
2021-11-22 04:15:00,3.1,-0.324043,37859.0,34675.0
2021-11-22 04:30:00,3.2,-0.500576,34821.0,32000.0
2021-11-22 04:45:00,3.4,-0.706894,37386.0,33558.0
2021-11-22 05:00:00,3.5,-0.90587,34283.0,31182.0
2021-11-22 05:15:00,3.7,-1.081769,29313.0,26424.0
2021-11-22 05:30:00,3.8,-1.174276,30699.0,28170.0
2021-11-22 05:45:00,4.0,-1.43348,29940.0,27208.0
2021-11-22 06:00:00,4.1,-1.535901,29490.0,26783.0
2021-11-22 06:15:00,4.2,-1.708308,29055.0,26971.0
2021-11-22 06:30:00,4.2,-1.775004,26798.0,24838.0
2021-11-22 06:45:00,4.3,-1.884991,27545.0,24859.0
2021-11-22 07:00:00,4.4,-1.997556,27539.0,25184.0
2021-11-22 07:15:00,4.5,-2.181645,27191.0,24673.0
2021-11-22 07:30:00,4.5,-2.31768,28232.0,25420.0
2021-11-22 07:45:00,4.6,-2.505344,31590.0,28554.0
2021-11-22 08:00:00,4.7,-2.628193,28500.0,25560.0
2021-11-22 08:15:00,4.7,-2.695826,26381.0,23522.0
2021-11-22 08:30:00,4.7,-2.695826,25755.0,23008.0
2021-11-22 08:45:00,4.8,-2.821392,27190.0,24134.0
2021-11-22 09:00:00,4.8,-2.821392,24931.0,21646.0
2021-11-22 09:15:00,4.7,-2.762613,22995.0,20137.0
2021-11-22 09:30:00,4.6,-2.703834,23490.0,21066.0
2021-11-22 09:45:00,4.4,-2.586276,18277.0,16168.0
2021-11-22 10:00:00,4.3,-2.527497,23246.0,21411.0
2021-11-22 10:15:00,4.0,-2.29432,18867.0,15548.0
2021-11-22 10:30:00,3.7,-2.122246,17775.0,15119.0
2021-11-22 10:45:00,3.4,-1.998486,18420.0,15786.0
2021-11-22 11:00:00,3.1,-1.822149,19833.0,18168.0
2021-11-22 11:15:00,2.9,-1.621651,15208.0,13059.0
2021-11-22 11:30:00,2.8,-1.4,20859.0,18147.0
2021-11-22 11:45:00,2.7,-1.267569,26127.0,23079.0
2021-11-22 12:00:00,2.6,-1.098812,15832.0,22237.36219
2021-11-22 12:15:00,2.6,-1.015898,10035.0,21095.60412
2021-11-22 12:30:00,2.5,-0.895925,16433.0,22237.36219
2021-11-22 12:45:00,2.4,-0.781368,16283.0,24837.26198
2021-11-22 13:00:00,2.3,-0.710746,22289.0,19684.0
2021-11-22 13:15:00,2.3,-0.595286,22121.0,19402.0
2021-11-22 13:30:00,2.2,-0.49489,20638.0,18410.0
2021-11-22 13:45:00,2.0,-0.38162,22191.0,19505.0
2021-11-22 14:00:00,1.9,-0.297217,17886.0,16287.0
2021-11-22 14:15:00,1.9,-0.198607,18036.0,16342.0
2021-11-22 14:30:00,1.8,-0.094212,17759.0,14951.0
2021-11-22 14:45:00,1.7,0.0,14423.0,13364.0
2021-11-22 15:00:00,1.6,0.0,14354.0,12894.0
2021-11-22 15:15:00,1.4,0.0,18283.0,17067.0
2021-11-22 15:30:00,1.3,0.090688,17526.0,15277.0
2021-11-22 15:45:00,1.1,0.191015,16113.0,14280.0
2021-11-22 16:00:00,1.0,0.29237,11981.0,10415.0
2021-11-22 16:15:00,0.9,0.322533,9695.0,7754.0
2021-11-22 16:30:00,0.7,0.391433,9758.0,8123.0
2021-11-22 16:45:00,0.5,0.39932,6853.0,5108.0
2021-11-22 17:00:00,0.5,0.490815,3905.0,2485.0
2021-11-22 17:15:00,0.4,0.4,3191.0,1647.0
2021-11-22 17:30:00,0.3,0.285318,2833.0,1422.0
2021-11-22 17:45:00,0.3,0.212133,2592.0,1154.0
2021-11-22 18:00:00,0.3,0.092706,3313.0,2143.0
2021-11-22 18:15:00,0.3,0.0,3787.0,2774.0
2021-11-22 18:30:00,0.3,-0.212133,4825.0,1461.310496
2021-11-22 18:45:00,0.3,-0.3,4803.0,3916.0
2021-11-22 19:00:00,0.5,-0.5,4020.0,3061.0
2021-11-22 19:15:00,0.7,-0.623707,4945.0,3790.0
2021-11-22 19:30:00,0.9,-0.529011,6747.0,2762.577636
2021-11-22 19:45:00,1.1,-0.412071,10281.0,5522.393557
2021-11-22 20:00:00,1.4,-0.291074,13323.0,7125.615889
2021-11-22 20:15:00,1.8,-0.188154,20932.0,20045.0
2021-11-22 20:30:00,2.2,-0.115148,18043.0,17250.0
2021-11-22 20:45:00,2.5,0.0,25480.0,16758.48239
2021-11-22 21:00:00,2.9,0.0,32639.0,21095.60412
2021-11-22 21:15:00,3.3,0.11517,40102.0,27508.30483
2021-11-22 21:30:00,3.6,0.12564,27663.0,24581.0
2021-11-22 21:45:00,4.0,0.0698,34452.0,22237.36219
2021-11-22 22:00:00,4.3,0.075035,39194.0,27508.30483
2021-11-22 22:15:00,4.6,0.08027,46036.0,33416.22682
2021-11-22 22:30:00,4.9,0.0,49513.0,47013.0
2021-11-22 22:45:00,5.1,0.0,54959.0,51948.0
2021-11-22 23:00:00,5.4,-0.09423,58662.0,56470.0
2021-11-22 23:15:00,5.6,-0.19544,61916.0,59646.0
2021-11-22 23:30:00,5.8,-0.303572,63868.0,61700.0
2021-11-22 23:45:00,5.9,-0.411584,64655.0,62482.0
2021-11-23 00:00:00,6.5,-0.113425,67174.0,65008.0
2021-11-23 00:15:00,6.7,-0.23383,56128.0,54003.0
2021-11-23 00:30:00,6.8,-0.23732,57444.0,54925.0
2021-11-23 00:45:00,7.0,-0.2443,61532.0,58929.0
2021-11-23 01:00:00,7.1,-0.24779,57512.0,56175.0
2021-11-23 01:15:00,7.2,-0.25128,57808.0,54887.0
2021-11-23 01:30:00,7.3,-0.25477,58176.0,54086.0
2021-11-23 01:45:00,7.3,-0.25477,64361.0,62356.0
2021-11-23 02:00:00,7.4,-0.12913,71517.0,68080.0
2021-11-23 02:15:00,7.4,-0.12913,73055.0,70092.0
2021-11-23 02:30:00,7.5,0.0,73407.0,70304.0
2021-11-23 02:45:00,7.5,0.130875,78239.0,76109.0
2021-11-23 03:00:00,7.6,0.26524,79100.0,77494.0
2021-11-23 03:15:00,7.6,0.26524,75821.0,72836.0
2021-11-23 03:30:00,7.6,0.397784,71623.0,68805.0
2021-11-23 03:45:00,7.6,0.530176,64144.0,61670.0
2021-11-23 04:00:00,7.6,0.662416,59800.0,57221.0
2021-11-23 04:15:00,7.6,0.662416,61304.0,58678.0
2021-11-23 04:30:00,7.7,0.804881,51365.0,49494.0
2021-11-23 04:45:00,7.7,0.804881,46873.0,42937.0
2021-11-23 05:00:00,7.9,0.962773,60839.0,58697.0
2021-11-23 05:15:00,7.9,0.962773,58262.0,55307.0
2021-11-23 05:30:00,8.0,0.97496,61591.0,57939.0
2021-11-23 05:45:00,8.0,1.11336,60934.0,56927.0
2021-11-23 06:00:00,8.1,1.267083,61009.0,58723.0
2021-11-23 06:15:00,8.1,1.267083,55949.0,54448.0
2021-11-23 06:30:00,8.2,1.282726,61018.0,58166.0
2021-11-23 06:45:00,8.2,1.282726,64143.0,61820.0
2021-11-23 07:00:00,8.3,1.441295,59727.0,56835.0
2021-11-23 07:15:00,8.3,1.441295,60003.0,57944.0
2021-11-23 07:30:00,8.4,1.45866,58883.0,55799.0
2021-11-23 07:45:00,8.5,1.476025,52736.0,49875.0
2021-11-23 08:00:00,8.6,1.640966,60285.0,57116.0
2021-11-23 08:15:00,8.7,1.660047,71469.0,69668.0
2021-11-23 08:30:00,8.8,1.829608,76811.0,75343.0
2021-11-23 08:45:00,8.9,1.850399,72858.0,71609.0
2021-11-23 09:00:00,9.0,2.02455,64135.0,62664.0
2021-11-23 09:15:00,9.0,2.02455,60158.0,58543.0
2021-11-23 09:30:00,8.9,2.002055,57181.0,53297.0
2021-11-23 09:45:00,8.8,1.97956,56589.0,53726.0
2021-11-23 10:00:00,8.7,1.957065,50636.0,47579.0
2021-11-23 10:15:00,8.5,2.05632,58252.0,55531.0
2021-11-23 10:30:00,8.2,1.983744,68719.0,67713.0
2021-11-23 10:45:00,8.1,1.959552,74204.0,74024.0
2021-11-23 11:00:00,7.8,2.018796,70588.0,67248.0
2021-11-23 11:15:00,7.7,2.122428,71783.0,69532.0
2021-11-23 11:30:00,7.7,2.251249,74293.0,71125.0
2021-11-23 11:45:00,7.7,2.251249,57365.0,68790.42205
2021-11-23 12:00:00,7.7,2.379454,57194.0,74687.47937
2021-11-23 12:15:00,7.7,2.506889,36297.0,74304.27381
2021-11-23 12:30:00,7.6,2.474332,46655.0,78999.2069
2021-11-23 12:45:00,7.5,2.441775,58781.0,80911.20382
2021-11-23 13:00:00,7.4,2.409218,87968.0,86747.0
2021-11-23 13:15:00,7.5,2.441775,93580.0,93365.0
2021-11-23 13:30:00,7.7,2.506889,88021.0,84915.0
2021-11-23 13:45:00,7.9,2.441258,42340.0,74565.81968
2021-11-23 14:00:00,8.1,2.637117,52215.0,78565.82178
2021-11-23 14:15:00,8.3,2.702231,83870.0,83088.0
2021-11-23 14:30:00,8.6,2.799902,85683.0,83850.0
2021-11-23 14:45:00,8.8,2.865016,64741.0,65078.0
2021-11-23 15:00:00,9.0,2.93013,66256.0,63693.0
2021-11-23 15:15:00,9.1,2.962687,64124.0,81300.07955
2021-11-23 15:30:00,9.1,2.962687,79312.0,76806.0
2021-11-23 15:45:00,9.1,2.962687,91256.0,91046.0
2021-11-23 16:00:00,9.1,2.962687,91835.0,92200.0
2021-11-23 16:15:00,9.1,2.962687,77747.0,74590.0
2021-11-23 16:30:00,9.1,3.112382,89396.0,89009.0
2021-11-23 16:45:00,9.3,3.180786,84011.0,83923.0
2021-11-23 17:00:00,9.3,3.332841,72672.0,72175.0
2021-11-23 17:15:00,9.4,3.521334,78612.0,76103.0
2021-11-23 17:30:00,9.4,3.521334,73997.0,72104.0
2021-11-23 17:45:00,9.5,3.711935,80744.0,79096.0
2021-11-23 18:00:00,9.5,3.86403,83199.0,81148.0
2021-11-23 18:15:00,9.5,3.86403,77057.0,75834.0
2021-11-23 18:30:00,9.5,3.711935,68587.0,66920.0
2021-11-23 18:45:00,9.4,3.521334,74413.0,70555.0
2021-11-23 19:00:00,9.3,3.332841,73798.0,72081.0
2021-11-23 19:15:00,9.4,3.214988,80030.0,77409.0
2021-11-23 19:30:00,9.4,3.060358,85742.0,84882.0
2021-11-23 19:45:00,9.5,2.93569,90617.0,90007.0
2021-11-23 20:00:00,9.5,2.777515,93299.0,94566.0
2021-11-23 20:15:00,9.7,2.673708,93479.0,93723.0
2021-11-23 20:30:00,9.7,2.346624,90925.0,90322.0
2021-11-23 20:45:00,9.8,2.037518,85442.0,84305.0
2021-11-23 21:00:00,9.9,1.889019,80214.0,77394.0
2021-11-23 21:15:00,10.0,1.7365,80519.0,79920.0
2021-11-23 21:30:00,10.1,1.753865,74352.0,74123.0
2021-11-23 21:45:00,10.3,1.611229,73568.0,71333.0
2021-11-23 22:00:00,10.4,1.626872,68074.0,66920.0
2021-11-23 22:15:00,10.6,1.84069,69454.0,65208.0
2021-11-23 22:30:00,10.5,2.183055,76899.0,74691.0
2021-11-23 22:45:00,10.5,2.361975,83203.0,84088.0
2021-11-23 23:00:00,10.5,2.71761,81080.0,81478.0
2021-11-23 23:15:00,10.3,2.839092,79611.0,80058.0
2021-11-23 23:30:00,10.2,2.982174,79395.0,78490.0
2021-11-23 23:45:00,10.1,3.121102,79494.0,78895.0
2021-11-24 00:00:00,11.0,1.72073,80110.0,83270.0
2021-11-24 00:15:00,11.0,2.28701,77497.0,77943.0
2021-11-24 00:30:00,10.8,2.612736,78847.0,79025.0
2021-11-24 00:45:00,10.7,3.128359,83555.0,82858.0
2021-11-24 01:00:00,10.6,3.625412,85432.0,83962.0
2021-11-24 01:15:00,10.4,3.895944,80406.0,80021.0
2021-11-24 01:30:00,10.1,3.946373,76371.0,75502.0
2021-11-24 01:45:00,9.8,3.986052,56406.0,55500.0
2021-11-24 02:00:00,9.5,4.01489,59723.0,57988.0
2021-11-24 02:15:00,9.2,4.033004,71415.0,69456.0
2021-11-24 02:30:00,8.9,3.901493,76151.0,74795.0
2021-11-24 02:45:00,8.6,3.769982,73170.0,69218.0
2021-11-24 03:00:00,8.3,3.768117,72029.0,69547.0
2021-11-24 03:15:00,8.1,3.423222,63478.0,62081.0
2021-11-24 03:30:00,7.9,3.086767,67923.0,66871.0
2021-11-24 03:45:00,7.9,2.701958,67514.0,66087.0
2021-11-24 04:00:00,7.8,2.410356,70935.0,67513.0
2021-11-24 04:15:00,7.8,2.149992,77911.0,76267.0
2021-11-24 04:30:00,7.9,1.911168,84170.0,85079.0
2021-11-24 04:45:00,8.1,1.684071,81721.0,80683.0
2021-11-24 05:00:00,8.2,1.42393,86719.0,84634.0
2021-11-24 05:15:00,8.3,1.441295,91838.0,91063.0
2021-11-24 05:30:00,8.5,1.621885,96521.0,96340.0
2021-11-24 05:45:00,8.5,1.767235,93673.0,93496.0
2021-11-24 06:00:00,8.6,1.788026,93509.0,92802.0
2021-11-24 06:15:00,8.6,1.93457,91851.0,90858.0
2021-11-24 06:30:00,8.7,1.957065,95653.0,94970.0
2021-11-24 06:45:00,8.7,1.957065,88356.0,85587.0
2021-11-24 07:00:00,8.9,2.153088,64579.0,75166.36057
2021-11-24 07:15:00,8.9,2.153088,64387.0,61548.0
2021-11-24 07:30:00,9.0,2.17728,77675.0,75995.0
2021-11-24 07:45:00,9.0,2.17728,58884.0,56645.0
2021-11-24 08:00:00,9.1,2.355262,46442.0,45177.0
2021-11-24 08:15:00,9.1,2.355262,47159.0,44380.0
2021-11-24 08:30:00,9.0,2.32938,51838.0,50084.0
2021-11-24 08:45:00,9.1,2.508324,54066.0,50299.0
2021-11-24 09:00:00,9.0,2.63133,63701.0,59778.0
2021-11-24 09:15:00,9.0,2.63133,68627.0,67021.0
2021-11-24 09:30:00,8.9,2.453196,67757.0,67304.0
2021-11-24 09:45:00,8.9,2.453196,62732.0,60640.0
2021-11-24 10:00:00,8.7,2.398068,70527.0,67715.0
2021-11-24 10:15:00,8.6,2.370504,67618.0,64812.0
2021-11-24 10:30:00,8.4,2.315376,72047.0,70422.0
2021-11-24 10:45:00,8.1,2.232684,67048.0,66452.0
2021-11-24 11:00:00,7.9,2.177556,58997.0,58420.0
2021-11-24 11:15:00,7.8,2.280486,59782.0,57508.0
2021-11-24 11:30:00,7.9,2.441258,54539.0,55315.0
2021-11-24 11:45:00,8.1,2.770362,45264.0,44162.0
2021-11-24 12:00:00,8.1,2.902797,50603.0,48966.0
2021-11-24 12:15:00,8.2,3.071802,53355.0,52396.0
2021-11-24 12:30:00,8.2,3.071802,69162.0,66965.0
2021-11-24 12:45:00,8.2,3.203986,59056.0,56777.0
2021-11-24 13:00:00,8.2,3.335268,57780.0,53230.0
2021-11-24 13:15:00,8.2,3.203986,59172.0,56745.0
2021-11-24 13:30:00,8.0,3.12584,48975.0,47298.0
2021-11-24 13:45:00,8.0,2.99688,45731.0,44841.0
2021-11-24 14:00:00,7.9,2.959419,47450.0,45612.0
2021-11-24 14:15:00,7.7,2.759449,43151.0,42278.0
2021-11-24 14:30:00,7.6,2.847036,28779.0,24846.0
2021-11-24 14:45:00,7.5,2.687775,31433.0,29038.0
2021-11-24 15:00:00,7.4,2.651938,20375.0,40395.33422
2021-11-24 15:15:00,7.2,2.697192,49321.0,48241.0
2021-11-24 15:30:00,6.9,2.584809,42395.0,44913.0
2021-11-24 15:45:00,6.7,2.509887,30475.0,28014.0
2021-11-24 16:00:00,6.4,2.397504,23629.0,22669.0
2021-11-24 16:15:00,6.3,2.360043,25090.0,24729.0
2021-11-24 16:30:00,6.1,2.285121,35370.0,33767.0
2021-11-24 16:45:00,6.0,2.15022,42678.0,40759.0
2021-11-24 17:00:00,5.9,2.114383,43227.0,41437.0
2021-11-24 17:15:00,5.9,2.017918,20901.0,19618.0
2021-11-24 17:30:00,5.8,1.888306,15476.0,13943.0
2021-11-24 17:45:00,5.8,1.695746,17255.0,15537.0
2021-11-24 18:00:00,5.7,1.571148,23790.0,22282.0
2021-11-24 18:15:00,5.7,1.475274,25872.0,23510.0
2021-11-24 18:30:00,5.8,1.403136,15857.0,14148.0
2021-11-24 18:45:00,5.8,1.30471,11697.0,9807.0
2021-11-24 19:00:00,5.9,1.226669,15442.0,13273.0
2021-11-24 19:15:00,6.0,1.14486,21498.0,19053.0
2021-11-24 19:30:00,6.1,1.059265,15275.0,13371.0
2021-11-24 19:45:00,6.2,1.07663,14466.0,13071.0
2021-11-24 20:00:00,6.3,1.093995,12635.0,11382.0
2021-11-24 20:15:00,6.4,1.11136,12060.0,10656.0
2021-11-24 20:30:00,6.5,1.016795,14079.0,12208.0
2021-11-24 20:45:00,6.6,1.032438,18519.0,16727.0
2021-11-24 21:00:00,6.7,0.932439,19421.0,17280.0
2021-11-24 21:15:00,6.6,0.804342,25538.0,24090.0
2021-11-24 21:30:00,6.7,0.700351,32107.0,30601.0
2021-11-24 21:45:00,6.7,0.583972,36578.0,34210.0
2021-11-24 22:00:00,6.8,0.474368,39853.0,37196.0
2021-11-24 22:15:00,6.8,0.355912,37961.0,35419.0
2021-11-24 22:30:00,6.7,0.116915,34076.0,32229.0
2021-11-24 22:45:00,6.7,-0.116915,29878.0,28302.0
2021-11-24 23:00:00,6.6,-0.345444,24900.0,22625.0
2021-11-24 23:15:00,6.6,-0.460416,21486.0,19303.0
2021-11-24 23:30:00,6.5,-0.679445,22887.0,20443.0
2021-11-24 23:45:00,6.5,-0.904605,25627.0,23345.0
2021-11-25 00:00:00,6.9,-0.960273,25669.0,23723.0
2021-11-25 00:15:00,6.9,-1.079367,25342.0,23076.0
2021-11-25 00:30:00,6.9,-1.316589,23821.0,21345.0
2021-11-25 00:45:00,6.9,-1.552155,21043.0,19039.0
2021-11-25 01:00:00,6.9,-1.669248,21445.0,19047.0
2021-11-25 01:15:00,6.9,-1.785858,24245.0,21706.0
2021-11-25 01:30:00,6.9,-1.785858,24093.0,21926.0
2021-11-25 01:45:00,6.9,-1.901916,27853.0,25732.0
2021-11-25 02:00:00,6.9,-1.901916,33020.0,30119.0
2021-11-25 02:15:00,6.9,-1.901916,34301.0,32729.0
2021-11-25 02:30:00,6.9,-1.901916,30885.0,29433.0
2021-11-25 02:45:00,6.9,-2.017353,23857.0,21863.0
2021-11-25 03:00:00,6.9,-2.017353,20047.0,17929.0
2021-11-25 03:15:00,6.9,-2.017353,15886.0,14029.0
2021-11-25 03:30:00,6.9,-1.901916,14467.0,12715.0
2021-11-25 03:45:00,6.8,-1.874352,14808.0,12841.0
2021-11-25 04:00:00,6.7,-1.734094,19950.0,17944.0
2021-11-25 04:15:00,6.7,-1.734094,16742.0,14953.0
2021-11-25 04:30:00,6.7,-1.734094,13407.0,12049.0
2021-11-25 04:45:00,6.6,-1.596672,16723.0,14637.0
2021-11-25 05:00:00,6.6,-1.48467,17118.0,15605.0
2021-11-25 05:15:00,6.6,-1.48467,18378.0,16566.0
